User,Название,Жанр,Рейтинг
User38,Film_62,триллер,4.9
User116,Film_38,мелодрама,3.7
User97,Film_333,мелодрама,4.1
User50,Film_393,мелодрама,2.6
User117,Film_240,триллер,1.4
User81,Film_311,комедия,3.1
User143,Film_351,драма,5.0
User7,Film_26,фантастика,2.7
User43,Film_307,комедия,3.7
User59,Film_46,триллер,4.6
User122,Film_108,мелодрама,1.9
User9,Film_279,мелодрама,4.4
User101,Film_314,комедия,5.0
User43,Film_39,мелодрама,2.1
User71,Film_88,мелодрама,3.3
User65,Film_283,боевик,4.2
User13,Film_83,детектив,2.3
User60,Film_225,фантастика,2.4
User80,Film_380,фантастика,3.5
User92,Film_95,детектив,2.1
User7,Film_163,триллер,2.1
User139,Film_136,драма,2.1
User71,Film_32,фантастика,3.6
User30,Film_384,комедия,3.0
User132,Film_102,фантастика,4.5
User11,Film_249,драма,2.9
User14,Film_59,боевик,2.4
User24,Film_329,триллер,2.9
User131,Film_307,комедия,4.7
User139,Film_32,фантастика,3.8
User21,Film_142,драма,3.8
User147,Film_376,детектив,2.2
User25,Film_91,триллер,4.4
User24,Film_262,драма,4.0
User30,Film_267,детектив,4.8
User5,Film_47,триллер,4.7
User38,Film_305,детектив,4.4
User127,Film_59,боевик,3.6
User112,Film_77,драма,4.4
User19,Film_126,боевик,4.7
User111,Film_273,драма,3.3
User34,Film_43,триллер,4.8
User96,Film_349,фантастика,2.7
User45,Film_377,мелодрама,2.7
User19,Film_53,боевик,4.9
User148,Film_250,боевик,3.5
User140,Film_84,комедия,3.2
User67,Film_77,драма,2.3
User62,Film_189,триллер,3.1
User148,Film_115,драма,2.9
User70,Film_388,детектив,4.2
User29,Film_37,боевик,4.8
User56,Film_210,фантастика,3.7
User68,Film_369,боевик,3.1
User9,Film_225,фантастика,2.5
User123,Film_117,детектив,4.7
User138,Film_41,драма,4.3
User113,Film_236,комедия,4.6
User36,Film_62,триллер,2.3
User102,Film_23,комедия,3.5
User121,Film_187,фантастика,4.5
User60,Film_322,боевик,2.9
User111,Film_150,драма,4.1
User106,Film_133,триллер,4.2
User64,Film_129,детектив,3.3
User5,Film_392,драма,4.0
User47,Film_371,мелодрама,3.5
User122,Film_255,боевик,4.4
User53,Film_203,фантастика,3.4
User102,Film_358,детектив,3.6
User80,Film_149,фантастика,3.5
User131,Film_86,драма,4.0
User108,Film_333,мелодрама,3.8
User108,Film_388,детектив,4.1
User26,Film_107,мелодрама,3.7
User84,Film_286,триллер,3.3
User18,Film_21,фантастика,3.1
User134,Film_200,фантастика,2.4
User67,Film_145,триллер,4.5
User19,Film_198,мелодрама,3.2
User44,Film_206,мелодрама,2.5
User20,Film_111,триллер,4.6
User64,Film_184,драма,5.0
User65,Film_353,боевик,4.5
User104,Film_146,детектив,3.2
User3,Film_155,триллер,1.7
User61,Film_83,детектив,3.6
User108,Film_326,детектив,4.3
User87,Film_53,боевик,3.7
User141,Film_164,мелодрама,4.0
User39,Film_219,комедия,4.9
User32,Film_251,драма,3.9
User24,Film_202,драма,4.1
User122,Film_355,драма,2.4
User98,Film_139,детектив,3.8
User14,Film_344,фантастика,2.7
User87,Film_374,драма,4.0
User125,Film_384,комедия,3.7
User132,Film_234,мелодрама,4.6
User83,Film_70,комедия,4.2
User117,Film_70,комедия,4.2
User36,Film_216,драма,4.6
User16,Film_98,боевик,2.8
User97,Film_115,драма,5.0
User25,Film_279,мелодрама,3.4
User12,Film_81,триллер,3.9
User123,Film_15,драма,5.0
User100,Film_369,боевик,4.1
User103,Film_134,триллер,3.0
User4,Film_271,триллер,2.0
User126,Film_350,мелодрама,3.9
User13,Film_148,фантастика,4.9
User37,Film_116,фантастика,5.0
User2,Film_249,драма,2.2
User115,Film_330,мелодрама,3.9
User16,Film_72,боевик,3.2
User18,Film_332,триллер,2.3
User32,Film_90,фантастика,3.1
User43,Film_10,боевик,2.4
User130,Film_33,боевик,3.6
User93,Film_390,фантастика,5.0
User102,Film_260,боевик,4.0
User147,Film_230,боевик,4.3
User89,Film_324,детектив,2.6
User117,Film_106,драма,2.5
User40,Film_83,детектив,3.3
User5,Film_366,мелодрама,4.3
User70,Film_229,триллер,3.4
User142,Film_374,драма,3.6
User2,Film_41,драма,1.6
User113,Film_175,детектив,4.5
User123,Film_299,детектив,4.5
User129,Film_204,триллер,2.9
User43,Film_360,драма,3.8
User82,Film_30,мелодрама,3.0
User81,Film_306,комедия,2.9
User136,Film_157,драма,2.1
User113,Film_179,драма,3.1
User106,Film_39,мелодрама,3.4
User38,Film_140,триллер,5.0
User104,Film_7,триллер,3.5
User74,Film_342,боевик,3.9
User13,Film_345,детектив,2.5
User65,Film_116,фантастика,4.6
User65,Film_49,мелодрама,2.9
User45,Film_386,боевик,2.6
User99,Film_386,боевик,4.0
User97,Film_350,мелодрама,4.7
User42,Film_264,драма,2.3
User138,Film_305,детектив,2.6
User142,Film_388,детектив,3.4
User103,Film_257,боевик,3.6
User126,Film_220,детектив,3.1
User142,Film_141,фантастика,2.0
User130,Film_201,боевик,4.2
User24,Film_282,драма,3.8
User93,Film_127,детектив,2.7
User64,Film_276,драма,4.8
User100,Film_163,триллер,2.9
User48,Film_92,драма,4.8
User12,Film_67,триллер,3.2
User27,Film_294,триллер,2.7
User105,Film_18,боевик,3.5
User2,Film_166,боевик,2.3
User42,Film_332,триллер,4.4
User75,Film_156,боевик,2.7
User22,Film_182,детектив,3.8
User38,Film_148,фантастика,4.2
User109,Film_219,комедия,3.5
User73,Film_155,триллер,2.7
User114,Film_124,комедия,5.0
User34,Film_348,драма,3.1
User39,Film_201,боевик,1.9
User71,Film_173,триллер,3.7
User69,Film_130,детектив,3.3
User139,Film_97,детектив,4.2
User99,Film_288,комедия,2.9
User58,Film_175,детектив,2.9
User117,Film_380,фантастика,4.1
User67,Film_246,триллер,3.6
User85,Film_165,комедия,2.4
User53,Film_19,драма,3.0
User94,Film_119,фантастика,3.8
User15,Film_261,фантастика,2.3
User130,Film_244,боевик,4.1
User78,Film_203,фантастика,4.9
User37,Film_323,боевик,5.0
User82,Film_210,фантастика,3.9
User39,Film_312,комедия,4.6
User136,Film_289,фантастика,2.0
User86,Film_387,драма,5.0
User58,Film_233,боевик,3.4
User38,Film_64,фантастика,4.3
User132,Film_180,комедия,3.9
User64,Film_43,триллер,3.9
User52,Film_187,фантастика,3.1
User52,Film_61,боевик,3.9
User111,Film_213,боевик,4.1
User143,Film_333,мелодрама,4.6
User6,Film_111,триллер,3.7
User72,Film_348,драма,1.9
User83,Film_71,триллер,4.3
User42,Film_186,драма,2.1
User131,Film_369,боевик,4.5
User75,Film_130,детектив,4.4
User93,Film_304,триллер,3.1
User50,Film_18,боевик,4.2
User30,Film_386,боевик,3.3
User82,Film_258,триллер,4.2
User28,Film_337,фантастика,2.3
User41,Film_235,триллер,4.6
User117,Film_209,триллер,2.0
User48,Film_226,драма,4.6
User142,Film_25,комедия,4.2
User65,Film_154,мелодрама,3.4
User25,Film_15,драма,2.8
User7,Film_102,фантастика,2.2
User146,Film_322,боевик,2.1
User106,Film_327,мелодрама,2.8
User61,Film_201,боевик,4.4
User14,Film_47,триллер,4.9
User39,Film_92,драма,3.4
User135,Film_85,мелодрама,4.8
User22,Film_149,фантастика,2.7
User77,Film_284,детектив,3.9
User95,Film_303,детектив,5.0
User148,Film_241,детектив,4.5
User72,Film_193,боевик,3.4
User147,Film_80,триллер,4.1
User63,Film_163,триллер,4.0
User143,Film_347,мелодрама,4.8
User70,Film_40,боевик,3.1
User136,Film_119,фантастика,2.5
User5,Film_22,мелодрама,4.2
User29,Film_308,драма,3.6
User133,Film_338,комедия,3.2
User51,Film_398,триллер,2.6
User98,Film_76,драма,2.8
User109,Film_296,мелодрама,3.9
User14,Film_126,боевик,2.8
User64,Film_28,триллер,3.8
User27,Film_120,драма,4.3
User62,Film_145,триллер,2.0
User120,Film_308,драма,3.7
User116,Film_351,драма,2.7
User142,Film_215,драма,3.1
User117,Film_388,детектив,4.5
User39,Film_295,драма,3.5
User115,Film_288,комедия,4.2
User132,Film_73,драма,3.4
User22,Film_325,мелодрама,4.2
User45,Film_154,мелодрама,2.7
User93,Film_81,триллер,3.2
User130,Film_78,боевик,4.1
User111,Film_306,комедия,3.1
User115,Film_77,драма,3.1
User77,Film_176,мелодрама,2.2
User82,Film_335,детектив,4.6
User55,Film_89,мелодрама,2.7
User127,Film_106,драма,2.0
User37,Film_238,мелодрама,2.5
User40,Film_178,драма,5.0
User5,Film_313,мелодрама,3.4
User3,Film_203,фантастика,3.1
User94,Film_219,комедия,5.0
User121,Film_135,мелодрама,4.5
User148,Film_9,драма,2.6
User31,Film_58,детектив,3.7
User90,Film_364,драма,2.4
User117,Film_333,мелодрама,4.7
User40,Film_195,фантастика,2.6
User11,Film_230,боевик,3.4
User53,Film_278,боевик,4.5
User30,Film_355,драма,2.4
User109,Film_182,детектив,4.0
User49,Film_383,мелодрама,4.0
User53,Film_49,мелодрама,1.8
User38,Film_108,мелодрама,2.3
User80,Film_122,фантастика,4.2
User135,Film_127,детектив,2.6
User51,Film_126,боевик,2.9
User15,Film_321,триллер,4.1
User41,Film_284,детектив,4.2
User121,Film_210,фантастика,3.5
User15,Film_273,драма,5.0
User30,Film_198,мелодрама,2.0
User50,Film_78,боевик,4.6
User71,Film_133,триллер,4.2
User130,Film_145,триллер,1.8
User56,Film_153,комедия,1.9
User110,Film_252,детектив,5.0
User99,Film_129,детектив,4.2
User119,Film_35,мелодрама,4.3
User59,Film_34,мелодрама,4.1
User119,Film_375,боевик,4.7
User32,Film_266,комедия,1.9
User21,Film_192,мелодрама,2.9
User62,Film_365,мелодрама,3.0
User114,Film_66,фантастика,4.4
User59,Film_40,боевик,2.9
User3,Film_237,мелодрама,4.0
User59,Film_299,детектив,3.9
User93,Film_163,триллер,3.1
User97,Film_399,боевик,3.7
User16,Film_47,триллер,4.2
User116,Film_190,боевик,3.4
User11,Film_286,триллер,3.4
User23,Film_171,фантастика,2.7
User95,Film_130,детектив,4.1
User89,Film_373,триллер,2.5
User131,Film_32,фантастика,2.9
User9,Film_346,фантастика,2.5
User116,Film_325,мелодрама,3.5
User95,Film_396,драма,2.1
User15,Film_177,мелодрама,4.3
User22,Film_3,триллер,3.2
User100,Film_19,драма,4.9
User71,Film_273,драма,3.0
User51,Film_329,триллер,2.2
User1,Film_25,комедия,2.1
User57,Film_109,комедия,3.7
User39,Film_60,боевик,1.5
User104,Film_295,драма,4.2
User42,Film_308,драма,2.8
User85,Film_176,мелодрама,2.7
User24,Film_242,фантастика,5.0
User138,Film_161,драма,4.2
User139,Film_394,триллер,2.5
User1,Film_305,детектив,4.5
User92,Film_186,драма,1.5
User111,Film_69,фантастика,3.0
User68,Film_85,мелодрама,2.7
User23,Film_245,детектив,2.5
User104,Film_254,мелодрама,5.0
User96,Film_91,триллер,3.2
User86,Film_340,драма,5.0
User22,Film_345,детектив,3.0
User49,Film_368,боевик,2.6
User102,Film_380,фантастика,2.6
User117,Film_392,драма,2.9
User131,Film_8,драма,3.6
User45,Film_400,боевик,2.3
User89,Film_29,мелодрама,2.3
User35,Film_152,детектив,2.9
User48,Film_352,фантастика,2.3
User139,Film_258,триллер,1.7
User116,Film_167,боевик,4.4
User5,Film_241,детектив,3.0
User83,Film_316,детектив,2.7
User68,Film_348,драма,2.3
User146,Film_397,комедия,2.5
User19,Film_25,комедия,5.0
User78,Film_70,комедия,4.5
User126,Film_240,триллер,3.1
User143,Film_384,комедия,1.9
User60,Film_120,драма,2.8
User82,Film_356,драма,5.0
User112,Film_348,драма,5.0
User104,Film_238,мелодрама,5.0
User104,Film_388,детектив,3.1
User19,Film_57,фантастика,4.8
User114,Film_399,боевик,3.0
User121,Film_21,фантастика,3.9
User122,Film_201,боевик,4.4
User40,Film_35,мелодрама,3.3
User141,Film_275,детектив,4.6
User18,Film_73,драма,3.0
User89,Film_345,детектив,2.3
User54,Film_96,триллер,4.4
User115,Film_105,фантастика,2.7
User139,Film_57,фантастика,3.9
User127,Film_40,боевик,3.8
User24,Film_75,детектив,4.0
User17,Film_325,мелодрама,2.6
User146,Film_2,детектив,3.0
User24,Film_315,детектив,4.3
User40,Film_348,драма,4.7
User137,Film_340,драма,4.8
User113,Film_2,детектив,5.0
User118,Film_210,фантастика,3.2
User57,Film_88,мелодрама,3.8
User46,Film_360,драма,4.3
User84,Film_267,детектив,3.9
User93,Film_221,комедия,3.4
User104,Film_222,детектив,2.9
User3,Film_134,триллер,2.3
User23,Film_399,боевик,3.9
User106,Film_292,драма,4.0
User127,Film_313,мелодрама,2.4
User84,Film_348,драма,4.6
User138,Film_341,боевик,4.9
User54,Film_242,фантастика,4.1
User112,Film_363,детектив,3.8
User91,Film_397,комедия,3.7
User122,Film_367,мелодрама,2.4
User78,Film_62,триллер,3.3
User103,Film_179,драма,3.7
User147,Film_200,фантастика,2.1
User122,Film_293,мелодрама,2.1
User75,Film_382,боевик,2.9
User73,Film_332,триллер,3.1
User19,Film_79,драма,1.9
User12,Film_72,боевик,3.8
User30,Film_374,драма,2.0
User102,Film_123,мелодрама,4.3
User17,Film_62,триллер,3.8
User114,Film_236,комедия,4.0
User108,Film_244,боевик,3.0
User2,Film_34,мелодрама,3.7
User56,Film_308,драма,2.7
User109,Film_138,триллер,3.2
User45,Film_98,боевик,2.4
User44,Film_302,триллер,3.0
User103,Film_384,комедия,2.2
User96,Film_163,триллер,3.7
User31,Film_343,триллер,5.0
User34,Film_45,детектив,2.4
User103,Film_376,детектив,2.5
User77,Film_395,комедия,2.3
User60,Film_4,мелодрама,3.3
User97,Film_395,комедия,2.5
User26,Film_340,драма,2.8
User112,Film_290,детектив,3.5
User45,Film_16,боевик,3.3
User146,Film_216,драма,2.7
User51,Film_77,драма,4.6
User62,Film_40,боевик,2.5
User7,Film_326,детектив,3.9
User110,Film_318,драма,3.0
User146,Film_252,детектив,2.6
User40,Film_302,триллер,3.3
User133,Film_73,драма,4.0
User46,Film_338,комедия,3.4
User34,Film_296,мелодрама,2.4
User11,Film_72,боевик,2.9
User109,Film_191,боевик,2.4
User87,Film_304,триллер,4.1
User58,Film_37,боевик,3.4
User94,Film_370,мелодрама,3.4
User45,Film_248,боевик,2.8
User12,Film_21,фантастика,3.3
User66,Film_9,драма,4.3
User131,Film_199,драма,3.2
User28,Film_246,триллер,3.4
User87,Film_346,фантастика,4.1
User28,Film_116,фантастика,3.0
User58,Film_294,триллер,3.9
User83,Film_24,драма,2.3
User63,Film_36,фантастика,2.9
User132,Film_379,комедия,4.4
User10,Film_306,комедия,4.3
User60,Film_267,детектив,2.3
User16,Film_377,мелодрама,5.0
User130,Film_170,комедия,2.9
User21,Film_266,комедия,4.2
User87,Film_286,триллер,4.9
User10,Film_223,фантастика,4.2
User138,Film_239,детектив,3.3
User81,Film_75,детектив,2.5
User113,Film_279,мелодрама,3.1
User2,Film_134,триллер,2.1
User141,Film_193,боевик,3.7
User8,Film_126,боевик,3.0
User22,Film_372,детектив,3.4
User93,Film_225,фантастика,4.5
User104,Film_47,триллер,4.4
User124,Film_272,фантастика,4.7
User102,Film_397,комедия,2.8
User101,Film_303,детектив,4.3
User78,Film_398,триллер,2.8
User108,Film_12,боевик,2.7
User116,Film_96,триллер,3.6
User93,Film_233,боевик,3.4
User146,Film_128,мелодрама,4.0
User109,Film_111,триллер,3.7
User31,Film_160,триллер,5.0
User82,Film_125,детектив,5.0
User94,Film_8,драма,2.5
User57,Film_339,боевик,3.2
User88,Film_222,детектив,3.4
User145,Film_172,фантастика,4.1
User129,Film_10,боевик,3.6
User126,Film_121,детектив,2.7
User44,Film_125,детектив,4.7
User3,Film_84,комедия,3.6
User28,Film_314,комедия,3.0
User3,Film_277,комедия,3.5
User15,Film_298,комедия,4.5
User106,Film_190,боевик,3.0
User23,Film_149,фантастика,2.4
User115,Film_233,боевик,2.7
User130,Film_195,фантастика,4.1
User119,Film_336,триллер,3.2
User55,Film_141,фантастика,4.0
User110,Film_119,фантастика,5.0
User124,Film_274,боевик,2.5
User64,Film_312,комедия,3.3
User42,Film_339,боевик,2.2
User13,Film_388,детектив,2.3
User146,Film_380,фантастика,3.4
User50,Film_117,детектив,3.3
User133,Film_371,мелодрама,4.2
User119,Film_228,боевик,4.7
User150,Film_22,мелодрама,3.5
User88,Film_126,боевик,3.6
User141,Film_71,триллер,3.7
User64,Film_319,комедия,4.1
User105,Film_196,комедия,4.3
User99,Film_298,комедия,3.3
User122,Film_2,детектив,3.2
User88,Film_91,триллер,3.3
User57,Film_375,боевик,3.2
User144,Film_88,мелодрама,2.6
User43,Film_137,мелодрама,2.5
User34,Film_166,боевик,3.0
User1,Film_271,триллер,3.5
User88,Film_156,боевик,3.8
User75,Film_83,детектив,4.3
User149,Film_365,мелодрама,3.9
User97,Film_111,триллер,4.9
User22,Film_88,мелодрама,4.0
User68,Film_365,мелодрама,3.1
User121,Film_346,фантастика,3.4
User116,Film_258,триллер,3.2
User107,Film_17,триллер,3.0
User104,Film_153,комедия,4.6
User93,Film_324,детектив,2.5
User138,Film_142,драма,4.1
User31,Film_95,детектив,3.7
User96,Film_307,комедия,3.9
User72,Film_229,триллер,2.7
User34,Film_46,триллер,4.5
User45,Film_242,фантастика,5.0
User131,Film_116,фантастика,2.4
User103,Film_232,комедия,2.3
User87,Film_149,фантастика,4.1
User122,Film_232,комедия,4.2
User137,Film_138,триллер,3.2
User21,Film_222,детектив,4.2
User117,Film_111,триллер,2.8
User85,Film_290,детектив,3.7
User12,Film_325,мелодрама,3.2
User109,Film_210,фантастика,2.2
User11,Film_375,боевик,2.3
User122,Film_197,детектив,4.6
User11,Film_188,боевик,2.9
User129,Film_4,мелодрама,5.0
User26,Film_106,драма,2.9
User58,Film_15,драма,3.0
User3,Film_324,детектив,4.2
User127,Film_10,боевик,4.3
User92,Film_228,боевик,5.0
User17,Film_174,фантастика,4.3
User134,Film_385,драма,4.0
User2,Film_154,мелодрама,3.8
User16,Film_108,мелодрама,4.5
User138,Film_98,боевик,4.2
User149,Film_267,детектив,4.0
User121,Film_247,драма,2.9
User53,Film_283,боевик,4.6
User119,Film_128,мелодрама,4.2
User123,Film_110,комедия,4.7
User51,Film_167,боевик,2.7
User17,Film_243,драма,3.3
User91,Film_131,мелодрама,2.5
User69,Film_212,комедия,3.6
User104,Film_176,мелодрама,5.0
User28,Film_53,боевик,2.4
User76,Film_233,боевик,2.4
User44,Film_35,мелодрама,2.4
User19,Film_271,триллер,2.3
User103,Film_360,драма,3.4
User12,Film_5,фантастика,3.2
User4,Film_173,триллер,1.8
User53,Film_175,детектив,3.7
User135,Film_102,фантастика,5.0
User138,Film_91,триллер,1.7
User67,Film_153,комедия,2.6
User117,Film_304,триллер,2.2
User105,Film_99,детектив,3.9
User4,Film_252,детектив,2.2
User25,Film_95,детектив,4.9
User67,Film_105,фантастика,3.4
User69,Film_148,фантастика,4.8
User106,Film_29,мелодрама,3.4
User111,Film_361,триллер,2.4
User12,Film_206,мелодрама,2.3
User103,Film_84,комедия,2.8
User134,Film_312,комедия,2.8
User68,Film_148,фантастика,3.6
User32,Film_25,комедия,2.3
User13,Film_209,триллер,1.7
User15,Film_264,драма,5.0
User22,Film_192,мелодрама,4.0
User96,Film_266,комедия,4.7
User129,Film_341,боевик,3.6
User47,Film_348,драма,4.0
User58,Film_126,боевик,3.3
User27,Film_53,боевик,3.0
User81,Film_364,драма,3.3
User92,Film_300,фантастика,2.7
User71,Film_276,драма,2.7
User3,Film_338,комедия,4.2
User15,Film_227,драма,4.8
User92,Film_263,боевик,4.5
User138,Film_43,триллер,2.2
User58,Film_345,детектив,2.7
User114,Film_84,комедия,4.4
User54,Film_157,драма,4.0
User109,Film_355,драма,3.2
User22,Film_65,боевик,5.0
User87,Film_339,боевик,4.5
User23,Film_33,боевик,3.5
User9,Film_172,фантастика,2.4
User113,Film_18,боевик,2.6
User100,Film_127,детектив,3.8
User117,Film_92,драма,2.3
User61,Film_147,фантастика,2.5
User81,Film_285,фантастика,3.4
User103,Film_215,драма,3.7
User61,Film_263,боевик,4.5
User18,Film_218,фантастика,3.3
User77,Film_341,боевик,4.6
User145,Film_266,комедия,3.8
User41,Film_213,боевик,3.0
User119,Film_115,драма,1.4
User96,Film_36,фантастика,2.8
User4,Film_71,триллер,2.3
User56,Film_365,мелодрама,3.6
User122,Film_321,триллер,2.8
User85,Film_283,боевик,2.0
User73,Film_114,детектив,2.1
User40,Film_14,триллер,2.4
User2,Film_392,драма,2.8
User100,Film_13,боевик,4.6
User19,Film_71,триллер,2.0
User117,Film_197,детектив,4.2
User140,Film_284,детектив,3.6
User31,Film_124,комедия,4.4
User18,Film_307,комедия,4.6
User147,Film_47,триллер,4.7
User69,Film_33,боевик,4.7
User140,Film_192,мелодрама,4.9
User22,Film_183,мелодрама,4.5
User138,Film_295,драма,3.7
User49,Film_117,детектив,2.2
User31,Film_348,драма,2.8
User124,Film_397,комедия,4.3
User36,Film_393,мелодрама,2.7
User37,Film_37,боевик,4.9
User95,Film_23,комедия,1.9
User63,Film_80,триллер,4.4
User101,Film_312,комедия,5.0
User73,Film_53,боевик,3.1
User116,Film_159,триллер,3.5
User40,Film_362,детектив,4.2
User97,Film_63,драма,4.6
User18,Film_154,мелодрама,3.2
User118,Film_222,детектив,3.5
User7,Film_190,боевик,2.6
User37,Film_30,мелодрама,2.1
User81,Film_7,триллер,4.8
User93,Film_313,мелодрама,3.5
User144,Film_71,триллер,2.8
User46,Film_243,драма,4.7
User3,Film_168,боевик,4.0
User44,Film_63,драма,3.2
User132,Film_366,мелодрама,4.0
User58,Film_161,драма,3.5
User120,Film_384,комедия,4.3
User129,Film_344,фантастика,3.2
User137,Film_384,комедия,4.5
User18,Film_240,триллер,1.6
User62,Film_340,драма,1.8
User113,Film_353,боевик,3.2
User147,Film_193,боевик,5.0
User123,Film_243,драма,5.0
User18,Film_298,комедия,4.7
User134,Film_140,триллер,3.8
User22,Film_299,детектив,3.8
User7,Film_198,мелодрама,1.9
User44,Film_356,драма,3.4
User132,Film_206,мелодрама,4.3
User115,Film_94,фантастика,2.7
User132,Film_356,драма,4.2
User136,Film_351,драма,2.2
User102,Film_321,триллер,4.7
User143,Film_248,боевик,3.0
User26,Film_370,мелодрама,3.5
User61,Film_34,мелодрама,3.5
User25,Film_51,детектив,4.8
User43,Film_246,триллер,4.6
User75,Film_134,триллер,4.5
User11,Film_155,триллер,2.9
User124,Film_367,мелодрама,4.5
User57,Film_158,комедия,3.3
User126,Film_391,триллер,2.4
User37,Film_399,боевик,4.5
User8,Film_275,детектив,3.4
User106,Film_216,драма,4.2
User74,Film_46,триллер,2.5
User113,Film_140,триллер,2.8
User72,Film_286,триллер,3.2
User1,Film_388,детектив,4.1
User6,Film_338,комедия,4.5
User122,Film_138,триллер,2.4
User18,Film_175,детектив,3.0
User137,Film_338,комедия,4.8
User41,Film_140,триллер,5.0
User69,Film_28,триллер,1.9
User7,Film_16,боевик,2.7
User48,Film_8,драма,5.0
User132,Film_343,триллер,3.9
User91,Film_181,комедия,3.9
User37,Film_235,триллер,2.0
User79,Film_336,триллер,3.4
User116,Film_346,фантастика,2.9
User99,Film_57,фантастика,2.4
User72,Film_55,комедия,3.4
User137,Film_150,драма,4.8
User148,Film_332,триллер,2.5
User69,Film_118,мелодрама,3.6
User77,Film_37,боевик,3.7
User41,Film_258,триллер,4.9
User3,Film_62,триллер,1.4
User4,Film_58,детектив,2.2
User65,Film_356,драма,4.4
User128,Film_94,фантастика,3.5
User85,Film_82,фантастика,4.4
User112,Film_195,фантастика,1.9
User150,Film_64,фантастика,3.6
User120,Film_245,детектив,4.8
User90,Film_380,фантастика,4.4
User72,Film_279,мелодрама,1.9
User58,Film_11,детектив,3.2
User96,Film_282,драма,4.4
User49,Film_2,детектив,1.9
User39,Film_34,мелодрама,4.2
User82,Film_80,триллер,3.8
User8,Film_374,драма,3.2
User139,Film_381,мелодрама,2.6
User96,Film_131,мелодрама,3.2
User138,Film_252,детектив,2.4
User117,Film_56,боевик,2.3
User53,Film_62,триллер,5.0
User134,Film_91,триллер,3.2
User77,Film_223,фантастика,4.2
User62,Film_80,триллер,1.9
User74,Film_210,фантастика,2.6
User108,Film_97,детектив,4.5
User28,Film_203,фантастика,2.5
User27,Film_174,фантастика,3.0
User83,Film_205,триллер,3.8
User104,Film_53,боевик,5.0
User138,Film_151,комедия,4.2
User64,Film_189,триллер,4.2
User86,Film_268,мелодрама,5.0
User17,Film_326,детектив,4.0
User10,Film_328,боевик,2.8
User135,Film_205,триллер,4.3
User107,Film_84,комедия,3.5
User126,Film_385,драма,3.3
User63,Film_201,боевик,4.9
User4,Film_355,драма,4.6
User132,Film_175,детектив,4.6
User98,Film_31,триллер,2.4
User70,Film_324,детектив,3.9
User114,Film_181,комедия,5.0
User117,Film_20,драма,2.8
User101,Film_99,детектив,3.9
User114,Film_36,фантастика,4.6
User86,Film_400,боевик,2.1
User2,Film_155,триллер,2.3
User47,Film_187,фантастика,2.3
User49,Film_385,драма,2.3
User75,Film_327,мелодрама,3.7
User129,Film_177,мелодрама,5.0
User145,Film_170,комедия,3.4
User109,Film_194,боевик,2.9
User92,Film_272,фантастика,3.1
User55,Film_226,драма,3.0
User53,Film_212,комедия,3.2
User139,Film_161,драма,1.7
User70,Film_111,триллер,3.7
User73,Film_2,детектив,3.3
User60,Film_312,комедия,2.7
User128,Film_260,боевик,3.1
User116,Film_179,драма,2.8
User137,Film_327,мелодрама,2.5
User100,Film_354,боевик,3.9
User126,Film_297,мелодрама,3.1
User112,Film_152,детектив,3.1
User14,Film_305,детектив,4.0
User106,Film_38,мелодрама,3.0
User136,Film_308,драма,2.6
User107,Film_361,триллер,3.6
User49,Film_367,мелодрама,4.4
User6,Film_158,комедия,4.2
User143,Film_213,боевик,3.0
User108,Film_160,триллер,5.0
User38,Film_382,боевик,3.2
User96,Film_288,комедия,4.6
User100,Film_337,фантастика,4.2
User17,Film_232,комедия,2.5
User79,Film_115,драма,5.0
User77,Film_166,боевик,4.1
User129,Film_270,детектив,4.8
User102,Film_40,боевик,4.0
User87,Film_73,драма,4.0
User84,Film_6,боевик,4.0
User142,Film_253,фантастика,2.5
User98,Film_88,мелодрама,1.9
User104,Film_135,мелодрама,4.6
User10,Film_267,детектив,2.4
User143,Film_218,фантастика,3.2
User20,Film_371,мелодрама,4.1
User145,Film_238,мелодрама,3.6
User110,Film_14,триллер,2.1
User100,Film_227,драма,4.8
User4,Film_243,драма,3.9
User61,Film_89,мелодрама,3.4
User17,Film_272,фантастика,4.5
User34,Film_211,драма,2.3
User147,Film_183,мелодрама,2.1
User61,Film_189,триллер,2.2
User31,Film_45,детектив,3.8
User91,Film_290,детектив,2.7
User9,Film_299,детектив,3.9
User29,Film_366,мелодрама,4.7
User62,Film_247,драма,2.5
User22,Film_151,комедия,3.0
User55,Film_316,детектив,3.5
User91,Film_188,боевик,2.3
User60,Film_19,драма,3.2
User109,Film_374,драма,3.8
User147,Film_1,детектив,2.0
User2,Film_398,триллер,1.6
User32,Film_386,боевик,5.0
User87,Film_177,мелодрама,3.2
User64,Film_143,комедия,4.4
User87,Film_42,детектив,2.3
User39,Film_96,триллер,2.6
User97,Film_157,драма,5.0
User11,Film_267,детектив,5.0
User132,Film_155,триллер,3.2
User96,Film_281,мелодрама,3.8
User27,Film_201,боевик,2.8
User68,Film_179,драма,2.3
User63,Film_84,комедия,2.5
User67,Film_284,детектив,3.7
User74,Film_2,детектив,2.2
User71,Film_256,мелодрама,3.1
User75,Film_378,триллер,4.4
User71,Film_243,драма,2.6
User147,Film_246,триллер,4.5
User12,Film_113,комедия,2.4
User63,Film_109,комедия,1.9
User131,Film_209,триллер,3.3
User54,Film_61,боевик,3.2
User60,Film_339,боевик,2.8
User135,Film_398,триллер,4.3
